f^(1): LTE = O(20)
=========================

f^(1): forward 0
-----------------------------------
(weights, stencil)
-5.4144391696474747279616e-04, -7
2.6422370738152984627478e-03, -6
-7.4452497726476170314402e-03, -5
9.6212542169109484951894e-03, -4
2.3527986416560009441667e-02, -3
-2.3391628819985119114300e-01, -2
1.6865163668848472955375e+00, -1
-2.9684788555208907467886e+00, 0
1.7123041615755338895610e+00, 1
-2.7156117697213211226170e-01, 2
5.6615269389617112194557e-02, 3
-1.0785568036137603911695e-02, 4
1.6016368602154293018791e-03, 5
-1.5860407482520558967824e-04, 6
7.7144386686705471444262e-06, 7
-----------------------------------
f^(2): backward 6
-----------------------------------
(weights, stencil)
1.7408083091885461878797e-10, -14
2.9997461507279897866504e-08, -13
-1.0011806498610355872002e-07, -12
-1.5351756880168392150497e-07, -11
-2.5183576062885765589161e-06, -10
1.2006473045842387499462e-05, -9
1.8919405633222301666568e-04, -8
-2.1033186760223325853514e-03, -7
1.0461941630967133351482e-02, -6
-3.2632684733036557145347e-02, -5
6.7843898548247946744816e-02, -4
-7.8105427136508143171056e-02, -3
-9.6285656600530039606056e-02, -2
1.5399169579336762225807e+00, -1
-2.8450481519373189698285e+00, 0
1.6303658428690792625559e+00, 1
-2.2910905802608472203730e-01, 2
3.9784622071767673789910e-02, 3
-5.8491899096258497675604e-03, 4
5.9154260951158955158385e-04, 5
-2.9777351708137931131978e-05, 6
-----------------------------------
f^(2): backward 5
-----------------------------------
(weights, stencil)
-6.6752803019941473985948e-08, -15
2.7957730716280840589107e-07, -14
4.2087545219963053842301e-07, -13
-2.0858956982046042714961e-06, -12
-3.3013777722611822954555e-06, -11
-1.9297372171117032897507e-05, -10
1.0433763256078432525922e-04, -9
1.4219505141527071217372e-03, -8
-1.3835494494809403784319e-02, -7
6.0398120239916905371835e-02, -6
-1.6899558118009377905011e-01, -5
3.3448499285464705632620e-01, -4
-4.7049805590982218816976e-01, -3
3.4926770521372890732081e-01, -2
1.1452122989458906054949e+00, -1
-2.5719253785932849609708e+00, 0
1.4838855118574045821589e+00, 1
-1.6931100777074481467110e-01, 2
2.1800131625583075295483e-02, 3
-2.0880832442073883788158e-03, 4
1.0260325476192547027032e-04, 5
-----------------------------------
f^(2): backward 4
-----------------------------------
(weights, stencil)
-1.4407201018218400651386e-10, -16
-3.7452594516698080663291e-07, -15
1.5623273979563648055177e-06, -14
1.7300652143166636737508e-06, -13
-9.6027772168165678495950e-06, -12
-1.5246018564598262987455e-05, -11
-6.6592711357049371692814e-05, -10
3.8270500322351265953466e-04, -9
4.9371726447639298351877e-03, -8
-4.5218205030871053140551e-02, -7
1.8436677331400494472824e-01, -6
-4.8039390053321945339704e-01, -5
8.8939376871771402832678e-01, -4
-1.2067992245247538551922e+00, -3
1.0934896535141083173670e+00, -2
5.6767421105397875003007e-01, -1
-2.2290566907311566424710e+00, 0
1.3305264737133675190250e+00, 1
-1.1919263882498173923175e-01, 2
1.0488673776449058266946e-02, 3
-5.1024830808891162570173e-04, 4
-----------------------------------
f^(2): backward 3
-----------------------------------
(weights, stencil)
9.0579816219300511367517e-07, -17
-1.8940115294308350418165e-06, -16
-1.9361386999230621437738e-05, -15
7.2020140149642127209463e-05, -14
-6.9730792484868545208412e-06, -13
-1.5195251351651954739401e-04, -12
-2.4423476404813565217647e-04, -11
-3.7324927211166515411342e-04, -10
3.1097630158727108951044e-03, -9
3.5572971373036964271019e-02, -8
-2.8045195227740821186657e-01, -7
9.7513769859644594539816e-01, -6
-2.1597376043268181611268e+00, -5
3.4021880826414263587765e+00, -4
-3.9816644371192855267338e+00, -3
3.3992156910552564497152e+00, -2
-8.7800019144055696518336e-01, -1
-1.5528430536849391341292e+00, 0
1.1011159777159142958425e+00, 1
-6.5744793894490352603732e-02, 2
2.8265874346878666276139e-03, 3
-----------------------------------
f^(2): backward 2
-----------------------------------
(weights, stencil)
-2.7504970059340498773903e-05, -18
1.8224300359472955877088e-04, -17
-2.5136789643139857437087e-04, -16
-9.1233177740187535332411e-04, -15
3.0146711369989122319968e-03, -14
-1.3272657485814997376655e-03, -13
-2.5255266537786273152444e-03, -12
-4.1886159899726035926726e-03, -11
-6.5016268210038206335627e-04, -10
2.8513373488076469708385e-02, -9
2.9447286985543508208707e-01, -8
-1.9865928565711057363075e+00, -7
5.8402010452788095662413e+00, -6
-1.0846330470046705585219e+01, -5
1.4224051541831574496655e+01, -4
-1.3806247656774001342228e+01, -3
9.9937916221129974303494e+00, -2
-4.1348381459734682152884e+00, -1
-3.9774622262722714172156e-01, 0
8.2184158384562511212579e-01, 1
-2.4430822842281655488117e-02, 2
-----------------------------------
f^(2): backward 1
-----------------------------------
(weights, stencil)
-2.2595152125411480104056e-08, -19
-3.8024621801605539526958e-04, -18
2.4146335679376554686493e-03, -17
-3.2560101943605503777013e-03, -16
-1.0617588576840293265735e-02, -15
3.4362297005644977521133e-02, -14
-1.6749005705656003217818e-02, -13
-2.2493823376213136627788e-02, -12
-3.7855224128355687007730e-02, -11
8.4126801281555890765773e-03, -10
1.9630063215424684019972e-01, -9
1.9275055153223419335262e+00, -8
-1.1872133384364540020783e+01, -7
3.1364063029861895870454e+01, -6
-5.1515097189853534587201e+01, -5
5.8679460541271915019479e+01, -4
-4.8470939931571280112621e+01, -3
2.9414985843767730955278e+01, -2
-1.1817881951721354027995e+01, -1
1.6481062907975210229949e+00, 0
4.9179291442790418198427e-01, 1
-----------------------------------
f^(2): backward 0
-----------------------------------
(weights, stencil)
4.7167550833326077341923e-03, -20
-1.8639556793451056426747e-02, -19
-4.7346782971471393364205e-02, -18
3.5678995287867359964551e-01, -17
-4.3555735254625166374964e-01, -16
-9.2268628046772516171359e-01, -15
2.7448086365740556047399e+00, -14
-1.5178115570283716717626e+00, -13
-8.3628301857422293608124e-01, -12
-1.5165347403342470666843e+00, -11
1.1388955252928358863329e+00, -10
4.4436982831543589966827e+00, -9
4.0347556292554870083222e+01, -8
-2.1120456612248094074857e+02, -7
4.6450000018351295238972e+02, -6
-6.2281185024197293387260e+02, -5
5.6562758777884141636605e+02, -4
-3.6100223971980841497498e+02, -3
1.6257711987013834686877e+02, -2
-4.9451999956207075115344e+01, -1
8.0243420511542176143394e+00, 0
-----------------------------------
=========================
f^(3): LTE = O(18)
=========================

f^(3): forward 0
-----------------------------------
(weights, stencil)
-3.1823052596385252854816e+00, 0
4.5815635249140484575037e+01, 1
-2.0130302877477643619386e+02, 2
4.8771757717012621924368e+02, 3
-7.7325555367864399158861e+02, 4
8.3905999252075753247482e+02, 5
-6.0957029147977414140769e+02, 6
2.6772428810677394039885e+02, 7
-4.8968329930664836524556e+01, 8
-3.1097179337810763044558e+00, 9
-5.2511446513609518760290e+00, 10
3.1180032377295821000018e+00, 11
3.1767346210519509241976e+00, 12
-1.4645167736523874157939e+00, 13
-1.2733184892434281643148e+00, 14
6.4253549822419775416904e-01, 15
4.1675667673579730454492e-01, 16
-3.7790305620075870240981e-01, 17
8.2512893703105411047360e-02, 18
4.9522680059332505400627e-03, 19
-2.8782145121607127444263e-03, 20
-----------------------------------
f^(3): forward 1
-----------------------------------
(weights, stencil)
-1.8519225119138968960186e+00, -1
6.5602506145562271555605e+00, 0
-7.2612307094556340913982e+00, 1
-3.5126663221803076098126e+00, 2
2.2358318025848944898826e+01, 3
-3.7562791607676309979524e+01, 4
3.8466196233494258649444e+01, 5
-2.5504775781026069125801e+01, 6
1.0093905864353121870636e+01, 7
-1.6559024654134075760226e+00, 8
-9.9764554335332433776529e-02, 9
-1.2812903809139392086180e-01, 10
7.2213796205964797536581e-02, 11
5.9415943295442877336576e-02, 12
-2.5597020603359471602190e-02, 13
-1.6226511437965177031550e-02, 14
7.6009238635023901320409e-03, 15
3.0026309681458708197854e-03, 16
-2.2653348614264947301356e-03, 17
3.6781790149658971818269e-04, 18
6.5079971101756683609903e-09, 19
-----------------------------------
f^(3): forward 2
-----------------------------------
(weights, stencil)
2.9657189040520563066972e-02, -2
-2.2744019383620877050589e+00, -1
9.1554231476646510401451e+00, 0
-1.6898424353809737397114e+01, 1
2.0672335695963099055916e+01, 2
-2.0556883244455892878477e+01, 3
1.7136911601522548664889e+01, 4
-1.1206607077082757939479e+01, 5
5.3408459904736780288204e+00, 6
-1.6299417907256583681885e+00, 7
2.1616255001112844036371e-01, 8
1.1539428817795880505281e-02, 9
1.1256475600450980764644e-02, 10
-5.9083966215021125820139e-03, 11
-4.0453482783391085317315e-03, 12
1.6585354377735539964378e-03, 13
8.6268531636037645154991e-04, 14
-3.9138168166854149076367e-04, 15
-1.2842135430196716864952e-04, 16
9.3441872251822868803220e-05, 17
-1.4200553744150079795642e-05, 18
-----------------------------------
f^(3): forward 3
-----------------------------------
(weights, stencil)
-1.6131887774458891250673e-03, -3
7.1028640487865571384596e-02, -2
-1.6957784678221070606696e+00, -1
6.8054250285660007335764e+00, 0
-1.1879457011872819549581e+01, 1
1.2218511561386776520521e+01, 2
-9.5613152960989964412875e+00, 3
6.4476805621991291062045e+00, 4
-3.4703979735182199917176e+00, 5
1.3760873340972892275857e+00, 6
-3.5177237393643467910920e-01, 7
3.9238240838162144474843e-02, 8
1.8401418994863608276369e-03, 9
1.3538262952950803029439e-03, 10
-6.4078933845546906175605e-04, 11
-3.2274260182987119741777e-04, 12
1.2037828850775825694722e-04, 13
3.7201858451681076847203e-05, 14
-1.5202478315789798860502e-05, 15
-1.6959961471903518537952e-06, 16
8.1101490080998372063121e-07, 17
-----------------------------------
f^(3): forward 4
-----------------------------------
(weights, stencil)
-1.1200030307755254148361e-03, -4
1.8119789285933142475304e-02, -3
-1.0428949701739098632203e-01, -2
-1.5889454466967043444470e+00, -1
6.9018322674055987420161e+00, 0
-1.1656780804510837867838e+01, 1
1.1555858199950796105782e+01, 2
-8.5738866525047061628584e+00, 3
5.2821853037233497119018e+00, 4
-2.5463800108644609743180e+00, 5
8.9298372890037547300324e-01, 6
-2.0000957321092677210217e-01, 7
1.9404298581269754930823e-02, 8
7.9690509501857513530165e-04, 9
4.7460988156844906814269e-04, 10
-2.0204106219043593264603e-04, 11
-7.3571667082968146447568e-05, 12
2.5111214770774438226775e-05, 13
3.9724646235010121253007e-06, 14
-1.4723772196941152603535e-06, 15
-5.6541273648213322376534e-10, 16
-----------------------------------
f^(3): forward 5
-----------------------------------
(weights, stencil)
4.0456796865103188034357e-04, -5
-7.3780745752820547228579e-03, -4
6.3515823638196813871737e-02, -3
-3.1182146563584600684749e-01, -2
-9.9254101594209764858334e-01, -1
5.6152090035833488457229e+00, 0
-9.5004643192165101339697e+00, 1
8.8031127326316607195622e+00, 2
-5.8844248356360555618494e+00, 3
3.2760616460789231396689e+00, 4
-1.4372314773209891036743e+00, 5
4.6205757151306314778338e-01, 6
-9.5550214692451368447834e-02, 7
8.6267567463472246552803e-03, 8
3.2802351862594870523376e-04, 9
1.8316974069603419138230e-04, 10
-7.5159205868483233985329e-05, 11
-2.4574855397319283833264e-05, 12
8.2474191763259883708372e-06, 13
1.1342593996183476939290e-06, 14
-4.1892651278745673243241e-07, 15
-----------------------------------
f^(3): forward 6
-----------------------------------
(weights, stencil)
-2.0385425230881105453096e-04, -6
3.7475260443848245305032e-03, -5
-3.3060746303061203099638e-02, -4
1.8619491384300018710363e-01, -3
-7.1952515471326761176130e-01, -2
1.3148385342411398560986e-03, -1
3.7751131550073084852670e+00, 0
-6.8616430021574927877737e+00, 1
5.8500159141691820963160e+00, 2
-3.3098256931034164551875e+00, 3
1.5488721896180059900416e+00, 4
-5.6996575051055220484386e-01, 5
1.5335423089319630274296e-01, 6
-2.6458928309695387004474e-02, 7
1.9941065609550921028381e-03, 8
5.9256438626827042130338e-05, 9
2.6965134629404531618237e-05, 10
-9.6065795683645317001430e-06, 11
-1.7393945553667259512360e-06, 12
5.2202147814717560077812e-07, 13
9.9833113549175225126797e-10, 14
-----------------------------------
f^(3): forward 7
-----------------------------------
(weights, stencil)
7.8759785626741947851641e-05, -7
-1.5150807600764070078025e-03, -6
1.3992627868436496862969e-02, -5
-8.2926931699814521170566e-02, -4
3.5540388788551857679465e-01, -3
-1.1438462501001933624423e+00, -2
8.1648051708517543900712e-01, -1
2.5552124834447997869802e+00, 0
-5.4270186793263137658982e+00, 1
4.5189906514536311021857e+00, 2
-2.3408829899617895620167e+00, 3
1.0044571162772992778400e+00, 4
-3.4077329230404052040626e-01, 5
8.5032695528531515583026e-02, 6
-1.3690185490218947580998e-02, 7
9.7138918614550994173190e-04, 8
2.6454485117476796379819e-05, 9
1.1478523325356911833554e-05, 10
-3.9846851941029852483319e-06, 11
-6.2942949041585971435851e-07, 12
1.8779875188980974862868e-07, 13
-----------------------------------
f^(3): forward 8
-----------------------------------
(weights, stencil)
-5.2389159867622303243251e-05, -8
1.0045076900809515527135e-03, -7
-9.2227563506644266722034e-03, -6
5.4151365420136925166172e-02, -5
-2.2957523813783597965710e-01, -4
7.5369479695113184014588e-01, -3
-1.9768640052773731596858e+00, -2
2.1863634712346007304973e+00, -1
7.6254517107807928688601e-01, 0
-3.5508378504507329687101e+00, 1
2.9509796243793537939837e+00, 2
-1.3030589038176147997916e+00, 3
4.6967206368036307218006e-01, 4
-1.3280111908501068818111e-01, 5
2.7407427613266303889628e-02, 6
-3.6249073230165095027555e-03, 7
2.1465880454077704807270e-04, 8
3.0814207106094078082682e-06, 9
1.3318356496961966413118e-06, 10
-3.7032427136560094488055e-07, 11
-4.9266293890088932285019e-09, 12
-----------------------------------
f^(3): forward 9
-----------------------------------
(weights, stencil)
2.0889916693185341800684e-05, -9
-4.2218508341979846427983e-04, -8
4.0891252637350050669340e-03, -7
-2.5325270117445092266095e-02, -6
1.1306821043418026351279e-01, -5
-3.8989909559912194758624e-01, -4
1.0896047008509195386239e+00, -3
-2.5301350527150274771770e+00, -2
2.9110734512540696883320e+00, -1
4.3802060251123715872712e-03, 0
-2.9190017084468911079398e+00, 1
2.5359928632699060280231e+00, 2
-1.0931074848949340339033e+00, 3
3.9156977353826344367960e-01, 4
-1.1368790835016781559652e-01, 5
2.5495988166775854222301e-02, 6
-4.1207871306999967198070e-03, 7
4.2502215331798986596573e-04, 8
-2.0664592188565180551829e-05, 9
-9.0742843599944470147572e-08, 10
7.6054621824451687515367e-09, 11
-----------------------------------
f^(3): central 0
-----------------------------------
(weights, stencil)
6.1576902071988309068061e-08, -10
1.9835288378747072514721e-05, -9
-4.1383913336515647631367e-04, -8
4.0490342659227109012310e-03, -7
-2.5197050919259687817853e-02, -6
1.1279182618592198394936e-01, -5
-3.8953985478285058086101e-01, -4
1.0895420992590119091403e+00, -3
-2.5310833978905669106041e+00, -2
2.9137111757747335971658e+00, -1
5.7543923051638922491584e-07, 0
-2.9137118228575129563751e+00, 1
2.5310834911594111140687e+00, 2
-1.0895421240927531947307e+00, 3
3.8953986118915429059939e-01, 4
-1.1279182759730460583469e-01, 5
2.5197051161408995367808e-02, 6
-4.0490342943947481291200e-03, 7
4.1383913500809437792383e-04, 8
-1.9835288326889706321662e-05, 9
-6.1576912727102724695457e-08, 10
-----------------------------------
f^(3): backward 9
-----------------------------------
(weights, stencil)
2.9182441842222290939924e-08, -11
-3.4818602025338933531986e-07, -10
2.2014543003054873462421e-05, -9
-4.1620266366965667651293e-04, -8
4.0113980879377501842509e-03, -7
-2.4915845639716181769696e-02, -6
1.1166232005531524784647e-01, -5
-3.8636818889465551762896e-01, -4
1.0827857458075473839898e+00, -3
-2.5197395204950301383917e+00, -2
2.8983858565182307742703e+00, -1
1.6849929630523556578492e-02, 0
-2.9288663082072656784760e+00, 1
2.5422371087395072564163e+00, 2
-1.0962316151746562820080e+00, 3
3.9278006463002357318004e-01, 4
-1.1404043624703077974836e-01, 5
2.5570950625111912163367e-02, 6
-4.1328921322713388364356e-03, 7
4.2708896883932544446399e-04, 8
-2.1149953055853471677906e-05, 9
-----------------------------------
f^(3): backward 8
-----------------------------------
(weights, stencil)
4.3160460602310059290796e-09, -12
-4.2779769217550776580524e-08, -11
3.2145112613128744604764e-06, -10
-1.3578809202225618704024e-05, -9
-3.2853817467180747215888e-04, -8
4.7754606892686408958770e-03, -7
-3.2946560835929394883692e-02, -6
1.5059968255605638010053e-01, -5
-5.1178173146077587940539e-01, -4
1.3798096976126230650550e+00, -3
-3.0613939965544365584549e+00, -2
3.6778550892637547065078e+00, -1
-8.8005151286009009048428e-01, 0
-2.0989619394535390384249e+00, 1
1.9249177719653043361347e+00, 2
-7.2934033149344545954307e-01, 3
2.2075984287477179446313e-01, 4
-5.1773205121947302176366e-02, 5
8.7723196232220926327194e-03, 6
-9.5104117169686757000957e-04, 7
4.9395235169251440184111e-05, 8
-----------------------------------
f^(3): backward 7
-----------------------------------
(weights, stencil)
-1.2979932108116916510860e-07, -13
4.3325939096468096699462e-07, -12
6.3590492039203731787272e-07, -11
1.6224865755406366437308e-05, -10
-7.5966748555009126612526e-05, -9
-1.3531170288582023211732e-03, -8
1.6799543723836102282476e-02, -7
-9.7170754408045373340386e-02, -6
3.7273151338621557382424e-01, -5
-1.0668654782662363444956e+00, -4
2.4351376506094428719962e+00, -3
-4.6314034716069967245744e+00, -2
5.5340581385140978909476e+00, -1
-2.6367413802262920086150e+00, 0
-7.6717147464040147397668e-01, 1
